sample-id,absolute-filepath,direction
prepbs1-S137,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs1_S137_R1_001.fastq.gz,forward
prepbs1-S137,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs1_S137_R2_001.fastq.gz,reverse
prepbs2-S138,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs2_S138_R1_001.fastq.gz,forward
prepbs2-S138,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs2_S138_R2_001.fastq.gz,reverse
prepbs3-S139,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs3_S139_R1_001.fastq.gz,forward
prepbs3-S139,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs3_S139_R2_001.fastq.gz,reverse
prepbs4-S140,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs4_S140_R1_001.fastq.gz,forward
prepbs4-S140,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs4_S140_R2_001.fastq.gz,reverse
prepbs5-S141,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs5_S141_R1_001.fastq.gz,forward
prepbs5-S141,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs5_S141_R2_001.fastq.gz,reverse
prepbs6-S142,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs6_S142_R1_001.fastq.gz,forward
prepbs6-S142,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/prepbs6_S142_R2_001.fastq.gz,reverse
PresmokeFMT1-S108,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT1_S108_R1_001.fastq.gz,forward
PresmokeFMT1-S108,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT1_S108_R2_001.fastq.gz,reverse
PresmokeFMT2-S109,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT2_S109_R1_001.fastq.gz,forward
PresmokeFMT2-S109,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT2_S109_R2_001.fastq.gz,reverse
PresmokeFMT3-S110,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT3_S110_R1_001.fastq.gz,forward
PresmokeFMT3-S110,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT3_S110_R2_001.fastq.gz,reverse
PresmokeFMT4-S111,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT4_S111_R1_001.fastq.gz,forward
PresmokeFMT4-S111,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT4_S111_R2_001.fastq.gz,reverse
PresmokeFMT5-S112,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT5_S112_R1_001.fastq.gz,forward
PresmokeFMT5-S112,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT5_S112_R2_001.fastq.gz,reverse
PresmokeFMT6-S113,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT6_S113_R1_001.fastq.gz,forward
PresmokeFMT6-S113,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT6_S113_R2_001.fastq.gz,reverse
PresmokeFMT7-S114,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT7_S114_R1_001.fastq.gz,forward
PresmokeFMT7-S114,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT7_S114_R2_001.fastq.gz,reverse
PresmokeFMT8-S115,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT8_S115_R1_001.fastq.gz,forward
PresmokeFMT8-S115,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/PresmokeFMT8_S115_R2_001.fastq.gz,reverse
Smokedonor1-S92,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor1_S92_R1_001.fastq.gz,forward
Smokedonor1-S92,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor1_S92_R2_001.fastq.gz,reverse
Smokedonor2-S93,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor2_S93_R1_001.fastq.gz,forward
Smokedonor2-S93,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor2_S93_R2_001.fastq.gz,reverse
Smokedonor3-S94,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor3_S94_R1_001.fastq.gz,forward
Smokedonor3-S94,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor3_S94_R2_001.fastq.gz,reverse
Smokedonor4-S95,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor4_S95_R1_001.fastq.gz,forward
Smokedonor4-S95,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor4_S95_R2_001.fastq.gz,reverse
Smokedonor5-S96,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor5_S96_R1_001.fastq.gz,forward
Smokedonor5-S96,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor5_S96_R2_001.fastq.gz,reverse
Smokedonor6-S97,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor6_S97_R1_001.fastq.gz,forward
Smokedonor6-S97,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor6_S97_R2_001.fastq.gz,reverse
Smokedonor7-S98,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor7_S98_R1_001.fastq.gz,forward
Smokedonor7-S98,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor7_S98_R2_001.fastq.gz,reverse
Smokedonor8-S99,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor8_S99_R1_001.fastq.gz,forward
Smokedonor8-S99,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/Smokedonor8_S99_R2_001.fastq.gz,reverse
vehichle1-S9,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle1_S9_R1_001.fastq.gz,forward
vehichle1-S9,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle1_S9_R2_001.fastq.gz,reverse
vehichle2-S10,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle2_S10_R1_001.fastq.gz,forward
vehichle2-S10,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle2_S10_R2_001.fastq.gz,reverse
vehichle3-S11,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle3_S11_R1_001.fastq.gz,forward
vehichle3-S11,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle3_S11_R2_001.fastq.gz,reverse
vehichle4-S12,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle4_S12_R1_001.fastq.gz,forward
vehichle4-S12,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle4_S12_R2_001.fastq.gz,reverse
vehichle5-S13,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle5_S13_R1_001.fastq.gz,forward
vehichle5-S13,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle5_S13_R2_001.fastq.gz,reverse
vehichle6-S14,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle6_S14_R1_001.fastq.gz,forward
vehichle6-S14,/scratch/asorgen/16Sdatasets/mouseSmoke/Dudeja_004_V4_analysis/rawSeqs/vehichle6_S14_R2_001.fastq.gz,reverse
